,latitude,longitude,temp,pressure,humidity,dew_point,uvi,clouds,wind_speed,wind_deg,wind_gust,price,probability
491,55.2444,-0.8283,284.05,1019.0,68.0,278.6,0.03,100.0,9.41,224.0,22.64,300509.0,0
492,58.4595,-5.6776,278.67,1013.0,69.0,282.81,0.03,77.0,6.28,332.0,21.24,196623.0,0
493,54.717,-7.6257,283.4,1006.0,69.0,281.9,0.0,100.0,11.68,277.0,13.82,136443.0,0
494,54.4555,-7.8901,281.81,995.0,68.0,282.38,0.05,82.0,7.19,275.0,19.28,353997.0,0
495,50.2567,-2.4472,281.16,1017.0,71.0,282.23,0.0,92.0,10.5,240.0,32.35,100000.0,0
496,54.7717,-1.6097,278.75,1012.0,54.0,279.73,0.0,80.0,9.15,326.0,7.04,218520.0,0
497,52.0874,-5.6454,281.1,1016.0,69.0,275.14,0.04,77.0,4.86,333.0,21.17,100000.0,0
498,57.2293,-1.5509,283.13,1028.0,62.0,279.85,0.0,100.0,8.13,279.0,16.43,467714.0,0
499,53.9997,1.7231,276.12,1042.0,81.0,273.53,0.04,98.0,11.71,250.0,14.55,243820.0,0
500,54.8774,-0.0271,281.64,1022.0,74.0,274.16,0.0,94.0,14.5,290.0,9.63,667510.0,0
501,52.8432,1.0061,280.82,1000.0,72.0,279.89,0.03,87.0,2.74,289.0,23.34,101302.0,0
502,56.3516,-2.9465,280.01,1000.0,79.0,279.54,0.03,73.0,4.58,245.0,10.73,613465.0,0
503,50.5233,0.2394,281.57,1020.0,69.0,276.18,0.0,84.0,3.85,236.0,14.37,224895.0,0
504,56.1558,-6.3607,280.91,1020.0,86.0,276.23,0.02,60.0,1.46,219.0,13.33,371498.0,0
505,52.8568,-1.7704,277.46,1013.0,83.0,277.32,0.04,75.0,13.15,280.0,13.52,286106.0,0
506,56.6109,-4.8562,279.48,1008.0,77.0,279.45,0.02,85.0,9.14,219.0,16.59,744341.0,0
507,51.9621,-6.2337,282.68,1018.0,65.0,282.01,0.05,57.0,10.06,335.0,23.34,100000.0,0
508,57.5653,-7.0148,282.29,1036.0,82.0,281.21,0.01,100.0,12.85,259.0,14.8,281421.0,0
509,52.7302,-4.3257,283.0,1022.0,78.0,280.82,0.01,100.0,12.23,254.0,15.9,100000.0,0
510,54.7309,-5.7168,286.62,1016.0,64.0,279.26,0.0,78.0,4.71,294.0,18.94,342405.0,0
511,59.3813,-6.0102,281.26,1026.0,78.0,274.36,0.01,99.0,7.68,284.0,16.76,163835.0,0
512,54.3728,0.8836,282.62,1016.0,62.0,279.78,0.01,45.0,15.56,279.0,20.11,682360.0,0
513,51.0452,-2.7404,287.24,1026.0,73.0,277.51,0.0,45.0,11.06,245.0,15.92,644239.0,0
514,56.9507,-4.9974,283.92,1016.0,81.0,276.85,0.02,45.0,8.64,273.0,21.18,763943.0,0
515,55.258,-1.1082,281.92,1001.0,70.0,284.64,0.02,93.0,9.48,219.0,16.32,499452.0,0
516,52.7459,0.1125,281.64,1023.0,77.0,276.38,0.05,64.0,7.25,292.0,21.06,1068206.0,0
517,57.6713,-3.9265,282.94,1024.0,70.0,275.33,0.0,89.0,8.08,291.0,16.64,673338.0,0
518,52.7703,-0.7506,283.37,1006.0,79.0,274.98,0.05,82.0,7.3,272.0,13.96,100000.0,0
519,54.9246,-4.2487,285.08,1018.0,82.0,277.42,0.0,83.0,11.73,286.0,7.44,220155.0,0
520,50.6513,-1.6366,283.28,1010.0,82.0,276.32,0.0,99.0,6.89,265.0,13.37,100000.0,0
521,57.5754,-5.3639,281.13,1005.0,85.0,282.65,0.0,100.0,8.56,352.0,22.38,697994.0,0
522,55.5786,-6.6136,281.89,982.0,71.0,281.15,0.03,100.0,6.93,265.0,18.8,439415.0,0
523,54.4982,-2.3973,284.26,1016.0,88.0,275.82,0.06,90.0,10.03,260.0,17.73,100000.0,0
524,58.3469,-4.0562,281.95,999.0,91.0,280.25,0.06,100.0,10.89,268.0,21.28,628656.0,0
525,54.9584,-6.936,284.14,1013.0,56.0,280.73,0.01,76.0,12.04,372.0,9.17,513681.0,0
526,52.5476,-3.5137,282.91,1022.0,85.0,276.22,0.04,100.0,7.75,403.0,21.64,328193.0,0
527,58.1013,1.4721,282.4,1014.0,75.0,278.13,0.0,37.0,5.92,274.0,0.53,108823.0,0
528,58.8199,0.3035,279.8,1016.0,85.0,277.16,0.03,100.0,14.87,328.0,15.17,100000.0,0
529,57.6854,1.7035,280.72,1024.0,66.0,275.25,0.0,80.0,14.87,288.0,21.67,454833.0,0
530,53.9521,0.6975,283.19,1042.0,89.0,272.16,0.0,69.0,9.08,300.0,21.9,614950.0,0
531,54.5999,-7.9468,281.75,1004.0,75.0,278.69,0.0,100.0,8.03,298.0,19.16,392154.0,0
532,54.4043,-7.2187,281.26,1011.0,96.0,280.36,0.03,86.0,11.85,269.0,9.71,100000.0,0
533,54.2013,-3.3837,280.59,998.0,62.0,276.96,0.0,82.0,2.47,284.0,14.67,916765.0,0
534,51.3589,-2.1901,285.05,994.0,89.0,278.97,0.0,80.0,8.7,313.0,20.77,368691.0,0
535,51.7692,-7.2561,282.72,1031.0,72.0,274.49,0.05,84.0,5.99,285.0,11.71,100000.0,0
536,56.9162,-1.0533,277.66,1034.0,79.0,275.24,0.0,94.0,7.16,385.0,19.4,100000.0,0
537,54.7592,1.1458,281.86,1015.0,95.0,278.44,0.03,75.0,8.27,227.0,18.07,600989.0,0
538,55.9995,-1.4112,279.27,1010.0,80.0,280.21,0.03,63.0,6.84,291.0,17.16,263689.0,0
539,57.6093,1.0613,280.6,1029.0,68.0,278.42,0.01,81.0,9.99,306.0,9.18,544183.0,0
540,56.1579,-7.7971,277.83,1024.0,91.0,277.29,0.05,97.0,12.71,322.0,20.98,637878.0,0
541,58.2976,-5.1633,282.81,1005.0,94.0,278.95,0.03,80.0,7.81,299.0,13.63,512649.0,0
542,51.344,-6.915,283.79,1009.0,74.0,280.16,0.0,100.0,7.49,274.0,6.52,408149.0,0
543,54.1831,1.9182,284.02,1016.0,71.0,275.97,0.02,46.0,9.77,281.0,17.87,100000.0,0
544,57.0196,-1.5515,279.39,992.0,67.0,276.2,0.02,52.0,9.02,333.0,16.42,549768.0,0
545,56.276,0.0014,280.07,1030.0,64.0,277.11,0.0,79.0,6.65,333.0,23.14,332407.0,0
546,51.8995,-6.5971,280.81,1033.0,73.0,279.69,0.03,80.0,11.61,289.0,13.03,705732.0,0
547,51.4668,-0.5823,283.01,1021.0,86.0,274.44,0.04,69.0,12.59,128.0,14.39,100000.0,0
548,54.1962,-4.3971,281.77,1018.0,92.0,283.4,0.06,92.0,4.93,229.0,25.67,141307.0,0
549,53.7318,-2.7833,277.89,1005.0,84.0,275.43,0.0,89.0,6.04,223.0,14.84,230888.0,0
550,54.5968,-6.6709,278.37,1011.0,68.0,279.38,0.03,89.0,5.18,326.0,27.5,100000.0,0
551,56.369,-3.074,284.69,1013.0,67.0,273.16,0.02,57.0,16.27,340.0,15.45,284407.0,0
552,50.2106,-0.345,283.74,1020.0,65.0,277.92,0.01,100.0,7.05,270.0,17.77,367302.0,0
553,52.024,-6.5439,280.53,1015.0,90.0,280.2,0.0,92.0,10.62,314.0,14.23,439575.0,0
554,59.6559,-6.5932,280.92,1016.0,81.0,279.62,0.08,66.0,5.34,259.0,10.81,405769.0,0
555,55.9662,-3.598,279.75,1019.0,64.0,278.86,0.0,87.0,7.35,302.0,27.89,297919.0,0
556,51.2772,1.3876,278.97,1009.0,73.0,277.19,0.0,100.0,5.23,234.0,23.71,172857.0,0
557,54.4931,-3.6888,285.47,1033.0,77.0,282.26,0.0,29.0,11.36,184.0,21.63,713961.0,0
558,55.758,-7.0022,283.95,1025.0,85.0,284.96,0.03,93.0,6.83,237.0,16.75,163895.0,0
559,52.0575,0.7842,286.67,1001.0,79.0,282.44,0.05,100.0,10.02,214.0,13.7,512181.0,0
560,59.1237,1.5153,281.55,1012.0,71.0,273.28,0.0,56.0,7.03,190.0,24.17,665987.0,0
561,51.9601,-7.8874,279.19,1010.0,72.0,279.38,0.0,100.0,13.84,338.0,19.33,392974.0,0
562,58.714,-3.5591,283.93,1014.0,88.0,273.77,0.01,77.0,7.8,311.0,12.51,350326.0,0
563,50.8524,-6.916,281.73,1011.0,82.0,279.71,0.04,47.0,2.85,195.0,18.92,458484.0,0
564,50.5285,-7.3446,280.54,1009.0,85.0,279.07,0.0,55.0,7.87,263.0,23.11,675080.0,0
565,59.4813,-7.2745,281.47,1046.0,68.0,281.37,0.05,100.0,2.41,260.0,13.53,793973.0,0
566,56.1327,1.9296,281.51,1023.0,76.0,276.85,0.0,28.0,4.32,330.0,24.17,591195.0,0
567,50.7456,-1.461,285.57,1001.0,100.0,278.97,0.03,100.0,7.08,247.0,10.29,314927.0,0
568,52.6623,-6.7568,281.01,1000.0,62.0,279.48,0.0,59.0,7.78,262.0,21.14,388587.0,0
569,52.4212,-1.1902,282.5,1027.0,85.0,284.31,0.01,72.0,10.84,335.0,24.78,370547.0,0
570,50.7646,-7.3467,282.27,992.0,84.0,276.53,0.0,51.0,12.12,346.0,11.0,613870.0,0
571,55.4417,-2.9404,278.0,1016.0,74.0,278.91,0.0,0.0,6.03,192.0,18.59,586852.0,0
572,59.4667,-1.1115,282.39,1010.0,85.0,274.39,0.0,50.0,5.83,259.0,19.26,339586.0,0
573,52.0785,-5.6449,281.01,1032.0,72.0,278.16,0.04,66.0,9.44,314.0,16.13,577311.0,0
574,56.1392,1.5257,282.43,1027.0,74.0,277.02,0.0,75.0,11.12,293.0,13.47,100000.0,0
575,59.0082,-7.7563,278.69,1007.0,59.0,278.89,0.02,100.0,4.21,266.0,14.47,565012.0,0
576,57.0217,-2.1229,282.89,1005.0,87.0,276.1,0.0,99.0,10.76,436.0,16.34,374286.0,0
577,54.0481,1.5932,283.82,1029.0,78.0,276.07,0.03,63.0,14.25,269.0,7.87,141864.0,0
578,52.5172,-3.9011,280.31,1029.0,93.0,283.64,0.01,90.0,9.48,254.0,17.84,100000.0,0
579,58.0024,-7.3174,281.59,1019.0,82.0,278.25,0.04,59.0,2.21,276.0,14.52,201920.0,0
580,59.1924,-3.306,283.91,1004.0,81.0,276.9,0.04,100.0,12.66,311.0,23.17,216517.0,0
581,52.7095,-3.5029,284.69,1015.0,70.0,275.93,0.05,75.0,4.24,328.0,26.09,493932.0,0
582,52.0135,-0.1133,279.55,1013.0,97.0,274.97,0.02,90.0,9.75,325.0,9.0,594776.0,0
583,57.5751,-2.229,284.37,996.0,61.0,274.26,0.03,100.0,12.17,219.0,10.0,100000.0,0
584,54.586,-3.1567,279.35,1023.0,84.0,282.02,0.02,41.0,7.85,278.0,11.86,159472.0,0
585,59.659,0.2371,281.09,1009.0,76.0,276.86,0.02,85.0,9.37,308.0,22.68,489721.0,0
586,50.2475,-1.5165,280.91,1029.0,100.0,280.02,0.02,95.0,10.45,283.0,18.86,260275.0,0
587,58.6306,-3.076,285.09,1018.0,77.0,279.27,0.0,47.0,7.54,208.0,8.7,509704.0,0
588,58.0825,-1.8207,280.54,1033.0,98.0,277.67,0.0,95.0,5.25,297.0,17.67,750551.0,0
589,53.5512,-6.1731,281.25,1015.0,81.0,278.76,0.05,81.0,9.05,212.0,9.57,394394.0,0
590,58.3303,-1.6774,277.81,1038.0,74.0,281.7,0.0,64.0,7.65,350.0,9.37,271668.0,0
591,54.5303,-7.8757,280.37,1005.0,68.0,279.19,0.04,70.0,7.27,221.0,22.53,430305.0,0
592,50.0028,-2.0376,280.83,1018.0,73.0,279.48,0.01,100.0,3.29,315.0,18.3,100000.0,0
593,55.2225,-1.6125,280.9,1006.0,83.0,279.89,0.02,91.0,5.36,262.0,27.94,472221.0,0
594,58.3803,-0.0763,284.13,1025.0,80.0,273.97,0.06,30.0,4.04,220.0,15.45,311789.0,0
595,54.157,-4.6879,286.51,1020.0,75.0,272.28,0.03,59.0,15.6,242.0,8.85,514600.0,0
596,53.1147,0.9575,282.0,1029.0,69.0,275.29,0.03,48.0,10.25,245.0,20.05,296508.0,0
597,50.0031,-5.0152,286.16,1023.0,67.0,279.52,0.0,100.0,9.36,194.0,16.82,100000.0,0
598,53.5361,-5.1605,279.01,1010.0,87.0,274.82,0.01,44.0,11.56,300.0,15.88,510411.0,0
599,54.0223,-5.4475,278.27,1006.0,79.0,279.84,0.07,91.0,16.53,340.0,9.96,157072.0,0
600,59.9745,-6.7881,282.45,1029.0,66.0,279.46,0.04,63.0,11.04,309.0,22.13,324310.0,0
601,54.5709,-2.4325,282.08,1023.0,84.0,279.48,0.0,100.0,12.82,255.0,21.48,565881.0,0
602,55.9673,-0.5452,280.68,1019.0,86.0,284.64,0.0,97.0,5.91,253.0,7.75,305679.0,0
603,51.2786,-3.7549,282.48,1034.0,87.0,278.5,0.07,68.0,6.08,272.0,14.79,305135.0,0
604,57.3626,-2.7029,281.14,1017.0,82.0,274.24,0.04,54.0,7.87,374.0,14.16,346729.0,0
605,55.9654,-1.9862,283.63,1020.0,90.0,276.05,0.0,66.0,14.12,221.0,17.96,140434.0,0
606,54.8991,-5.8312,281.12,1031.0,72.0,277.81,0.06,91.0,13.07,337.0,18.38,941972.0,0
607,51.297,-7.4899,287.37,1011.0,61.0,279.2,0.01,100.0,4.57,338.0,18.78,154877.0,0
608,56.4179,-0.7404,285.05,1014.0,89.0,278.95,0.01,73.0,13.05,250.0,24.69,685123.0,0
609,53.734,-3.993,279.41,1003.0,67.0,278.74,0.03,100.0,8.48,341.0,12.11,280215.0,0
610,55.297,-5.4148,284.14,1027.0,93.0,277.14,0.01,78.0,5.21,293.0,14.5,100000.0,0
611,53.8417,-3.8741,282.72,1019.0,66.0,274.98,0.03,56.0,15.57,226.0,22.5,370439.0,0
612,56.6587,-5.4965,282.8,1001.0,72.0,279.22,0.0,100.0,6.43,276.0,11.06,479758.0,0
613,50.5894,-4.2355,284.38,1018.0,80.0,278.3,0.0,71.0,7.5,350.0,17.63,211774.0,0
614,50.3465,-2.3283,277.76,1010.0,91.0,278.95,0.0,55.0,14.25,259.0,5.41,641218.0,0
615,54.6431,-1.2821,282.61,1027.0,70.0,276.04,0.05,100.0,9.28,270.0,18.77,790026.0,0
616,54.4367,-1.582,285.24,998.0,70.0,272.65,0.05,87.0,6.18,188.0,7.9,445647.0,0
617,52.524,-6.2747,279.23,1011.0,82.0,279.35,0.0,95.0,10.35,316.0,17.59,553393.0,0
618,56.9619,-2.8726,285.63,1004.0,75.0,278.78,0.01,56.0,6.97,337.0,17.06,398575.0,0
619,59.5268,-7.9988,280.65,1012.0,69.0,276.14,0.0,87.0,9.79,253.0,12.94,377104.0,0
620,51.5519,0.7597,282.37,1017.0,86.0,275.67,0.02,100.0,7.82,256.0,16.77,539923.0,0
621,56.3355,-0.0944,286.2,1040.0,72.0,279.69,0.01,76.0,8.99,287.0,14.03,829423.0,0
622,58.1632,1.0898,279.08,1013.0,75.0,278.46,0.02,57.0,13.51,297.0,16.5,240794.0,0
623,53.7291,-2.6673,281.8,999.0,71.0,284.68,0.01,100.0,8.15,227.0,20.04,627193.0,0
624,59.1505,-5.4696,284.46,1002.0,72.0,276.54,0.03,85.0,8.34,286.0,28.06,105065.0,0
625,55.3642,-7.494,283.35,1023.0,83.0,274.95,0.03,74.0,7.28,203.0,6.05,328936.0,0
626,58.9535,-6.8643,282.85,1016.0,77.0,275.04,0.04,47.0,10.73,349.0,18.97,663127.0,0
627,50.465,-0.2491,282.02,1021.0,70.0,279.86,0.03,100.0,6.48,296.0,15.95,455363.0,0
628,54.866,-1.3516,285.86,1012.0,87.0,280.06,0.03,66.0,9.88,270.0,24.53,531904.0,0
629,50.2812,-6.9867,283.1,1027.0,59.0,277.22,0.03,100.0,6.0,214.0,6.94,100000.0,0
630,58.409,-6.0036,282.08,1017.0,100.0,277.83,0.0,65.0,8.92,302.0,8.11,454378.0,0
631,56.1979,-5.2967,281.58,1017.0,71.0,279.59,0.02,77.0,11.88,293.0,17.36,100000.0,0
632,52.6918,-5.3083,281.55,1012.0,67.0,277.77,0.0,81.0,16.16,333.0,13.96,343598.0,0
633,58.5206,-2.8131,283.57,1010.0,64.0,281.18,0.0,91.0,12.5,274.0,20.96,589836.0,0
634,56.1793,-7.1667,282.16,1013.0,69.0,279.23,0.03,84.0,7.57,204.0,13.84,379832.0,0
635,50.623,-4.1567,281.68,1010.0,74.0,275.52,0.0,90.0,8.71,310.0,18.4,440081.0,0
636,55.8676,-2.201,280.58,1036.0,82.0,281.36,0.0,89.0,9.94,231.0,17.57,193698.0,0
637,58.9878,-1.1261,279.31,1027.0,73.0,276.86,0.03,94.0,3.68,261.0,4.45,474606.0,0
638,59.4767,-2.1713,283.6,1024.0,72.0,280.04,0.02,73.0,12.85,307.0,12.91,100000.0,0
639,56.1003,1.6775,281.56,1016.0,80.0,281.11,0.02,87.0,16.38,195.0,11.4,723760.0,0
640,57.2827,0.2222,284.08,1012.0,82.0,279.45,0.0,86.0,5.73,282.0,3.97,412596.0,0
641,59.5957,1.5866,279.35,1004.0,69.0,274.66,0.0,100.0,6.54,307.0,12.17,447519.0,0
642,55.7228,-6.1717,281.83,1027.0,76.0,280.0,0.03,18.0,9.49,273.0,20.19,359937.0,0
643,52.7239,-0.5598,280.64,1013.0,83.0,274.57,0.0,100.0,12.56,340.0,28.96,266211.0,0
644,50.9805,-3.3491,284.08,1028.0,81.0,279.04,0.0,60.0,8.61,271.0,15.88,100000.0,0
645,53.0943,1.9133,280.87,997.0,77.0,278.76,0.02,98.0,9.38,310.0,21.82,423349.0,0
646,57.4563,-1.7243,279.68,1015.0,92.0,277.3,0.02,80.0,5.67,331.0,7.35,616461.0,0
647,50.667,-7.9887,283.33,1028.0,76.0,279.3,0.05,37.0,7.57,255.0,19.13,680910.0,0
648,59.5717,-3.5618,284.15,1044.0,73.0,280.31,0.05,48.0,7.9,273.0,20.05,522930.0,0
649,56.6139,0.9907,282.89,1002.0,82.0,278.74,0.03,86.0,9.71,258.0,13.36,358901.0,0
650,53.4182,-0.1029,280.1,1008.0,78.0,276.23,0.0,100.0,5.31,311.0,16.04,977147.0,0
651,57.7907,-7.9283,285.4,1026.0,86.0,277.26,0.0,100.0,11.34,308.0,17.01,473719.0,0
652,53.8582,1.9682,279.24,1019.0,83.0,280.43,0.0,66.0,6.09,306.0,17.39,1003595.0,0
653,54.7324,-6.7435,279.33,1017.0,75.0,278.72,0.03,84.0,9.13,245.0,4.2,174390.0,0
654,52.6147,1.3211,281.83,1042.0,60.0,279.02,0.05,80.0,7.5,272.0,29.36,503731.0,0
655,58.7887,-6.8429,280.97,1011.0,61.0,279.7,0.03,98.0,15.55,276.0,13.04,243909.0,0
656,58.4018,-7.4443,281.05,1022.0,89.0,278.77,0.09,87.0,5.12,215.0,14.26,948790.0,0
657,52.6831,-7.1345,281.53,1029.0,73.0,277.78,0.04,55.0,2.15,325.0,16.3,100000.0,0
658,57.9536,0.2653,279.45,1014.0,95.0,273.81,0.05,41.0,13.42,288.0,21.74,657182.0,0
659,57.479,-3.7058,280.1,1016.0,88.0,277.64,0.01,75.0,8.71,289.0,13.64,498880.0,0
660,58.6118,-6.9095,281.78,1015.0,68.0,277.54,0.04,45.0,7.87,229.0,25.54,100000.0,0
661,53.6749,-0.6539,282.53,1043.0,84.0,275.81,0.0,100.0,5.23,251.0,11.98,405902.0,0
662,52.5195,-4.7376,281.84,1038.0,74.0,276.34,0.0,55.0,3.85,372.0,8.05,550844.0,0
663,57.8342,-0.6515,284.08,1027.0,63.0,274.54,0.0,100.0,9.87,251.0,18.53,894297.0,0
664,51.8664,0.8429,287.75,1004.0,85.0,277.53,0.0,54.0,8.27,318.0,7.79,611652.0,0
665,51.2019,-0.634,279.38,1038.0,94.0,279.23,0.07,100.0,9.01,365.0,13.08,487264.0,0
666,57.7681,-6.2619,284.2,1015.0,87.0,278.49,0.0,79.0,11.42,250.0,12.53,100000.0,0
667,58.168,-1.7758,282.78,1012.0,62.0,277.47,0.03,77.0,16.96,285.0,15.95,370481.0,0
668,51.2515,-5.482,282.22,1010.0,69.0,274.86,0.0,67.0,9.07,246.0,23.4,272691.0,0
669,56.3018,-6.5941,283.83,993.0,72.0,283.85,0.07,96.0,8.21,260.0,6.85,1117419.0,0
670,59.1349,-0.4943,285.49,1023.0,71.0,275.08,0.04,96.0,8.11,295.0,18.96,827286.0,0
671,53.3371,0.6161,280.39,1014.0,83.0,276.09,0.02,82.0,5.89,249.0,17.61,657184.0,0
672,52.0569,-2.7561,283.48,1020.0,69.0,277.4,0.01,100.0,4.9,334.0,21.73,461070.0,0
673,52.5366,1.1993,282.94,1030.0,79.0,278.71,0.02,97.0,3.77,220.0,20.05,339329.0,0
674,57.9566,-3.1922,282.82,1006.0,62.0,279.63,0.0,100.0,5.61,351.0,27.75,449787.0,0
675,53.2391,-4.3797,281.15,1015.0,88.0,277.93,0.0,100.0,14.95,326.0,12.35,516856.0,0
676,53.1345,-0.8838,281.46,1002.0,86.0,277.96,0.0,100.0,10.06,376.0,18.99,288209.0,0
677,57.0205,-5.081,278.42,1031.0,83.0,279.85,0.06,88.0,5.2,304.0,19.67,100000.0,0
678,53.4778,-5.4898,279.33,1013.0,81.0,283.76,0.01,100.0,10.28,337.0,23.39,769285.0,0
679,55.5968,-3.928,281.1,1039.0,70.0,279.51,0.04,46.0,9.94,367.0,19.88,788207.0,0
680,51.3527,1.0129,282.54,1001.0,82.0,276.16,0.04,85.0,6.76,274.0,11.85,598130.0,0
681,58.8176,-6.8339,283.52,1019.0,82.0,275.03,0.05,67.0,10.09,279.0,11.25,566249.0,0
682,57.684,-6.4212,279.86,1014.0,74.0,274.3,0.01,100.0,2.47,296.0,13.11,100000.0,0
683,57.7164,-0.9224,284.05,1029.0,84.0,276.83,0.04,100.0,13.18,196.0,15.15,464866.0,0
684,56.0692,-2.4383,281.75,1024.0,75.0,272.84,0.02,79.0,5.49,358.0,16.21,572898.0,0
685,55.0056,-0.6524,280.05,1016.0,78.0,276.23,0.0,77.0,6.2,309.0,13.21,187110.0,0
686,53.9176,0.3747,281.06,1017.0,72.0,281.56,0.0,49.0,14.5,205.0,10.24,100000.0,0
687,59.9307,-0.034,281.15,1003.0,68.0,281.2,0.03,33.0,7.9,345.0,9.69,363543.0,0
688,59.0115,1.5774,281.73,1033.0,82.0,270.72,0.01,99.0,8.04,252.0,26.46,551622.0,0
689,55.5067,-4.6228,281.98,1001.0,82.0,280.73,0.04,75.0,11.28,254.0,19.16,467946.0,0
690,54.9673,-0.0848,284.55,1009.0,82.0,280.17,0.0,100.0,7.42,263.0,0.0,555791.0,0
691,50.015,-5.4581,282.69,990.0,87.0,276.19,0.05,88.0,10.59,269.0,18.14,366417.0,0
692,57.8933,-0.4987,281.9,1017.0,62.0,277.86,0.05,79.0,15.04,254.0,10.88,705581.0,0
693,50.2951,-4.8058,281.96,1006.0,95.0,280.53,0.0,78.0,4.3,258.0,16.63,319023.0,0
694,50.2056,1.3101,283.14,1016.0,76.0,283.73,0.04,31.0,5.76,297.0,4.84,100000.0,0
695,56.8616,-4.5581,283.97,1018.0,78.0,281.09,0.05,81.0,10.49,254.0,15.26,362526.0,0
696,51.5843,-0.0155,283.93,1005.0,90.0,277.82,0.02,87.0,11.79,304.0,13.75,388337.0,0
697,58.7212,-3.921,280.84,1008.0,80.0,280.33,0.0,100.0,11.72,300.0,23.63,316948.0,0
698,50.3721,-4.6672,283.78,1023.0,56.0,277.82,0.0,61.0,3.64,318.0,9.35,345647.0,0
699,50.0686,-7.6557,282.46,1011.0,69.0,283.87,0.01,47.0,8.62,303.0,20.35,282135.0,0
700,54.7544,0.4912,281.75,1017.0,72.0,279.81,0.04,77.0,3.73,269.0,22.59,172336.0,0
701,51.7576,1.4518,284.45,1007.0,80.0,282.85,0.01,59.0,4.97,248.0,17.76,100000.0,0
702,59.173,-1.1197,280.65,1030.0,73.0,277.71,0.01,89.0,5.73,304.0,28.77,113360.0,0
703,52.5495,1.2997,281.34,997.0,57.0,281.17,0.08,99.0,7.76,311.0,14.23,531421.0,0
704,50.1031,0.376,279.41,1017.0,74.0,277.1,0.0,64.0,12.68,228.0,19.82,188643.0,0
705,54.5288,-3.6712,281.78,1036.0,70.0,281.16,0.05,89.0,7.15,265.0,8.66,286444.0,0
706,57.5582,-3.6124,284.31,1027.0,66.0,277.22,0.06,48.0,6.58,346.0,15.85,648198.0,0
707,53.1762,-6.032,281.9,1022.0,73.0,278.97,0.03,56.0,11.33,294.0,17.22,191565.0,0
708,56.0678,-4.3677,280.44,1043.0,76.0,274.54,0.0,29.0,5.18,232.0,18.55,494966.0,0
709,51.8588,-0.974,281.36,984.0,79.0,282.64,0.02,65.0,9.96,380.0,19.29,491862.0,0
710,55.6189,1.8227,282.09,1015.0,55.0,273.33,0.05,32.0,4.87,304.0,16.21,254659.0,0
711,59.9056,-0.6639,280.72,1020.0,96.0,277.03,0.03,80.0,10.91,245.0,23.1,100000.0,0
712,52.8706,-4.3529,286.1,1007.0,80.0,278.72,0.03,86.0,9.15,236.0,12.89,100000.0,0
713,52.6813,-6.2394,280.17,1027.0,67.0,277.07,0.0,100.0,7.47,232.0,11.4,429417.0,0
714,56.1523,-1.4994,286.74,1022.0,77.0,276.39,0.06,62.0,15.2,292.0,25.78,100000.0,0
715,56.6626,-4.5352,284.31,1006.0,79.0,279.04,0.1,67.0,3.97,246.0,22.97,320374.0,0
716,59.9445,-0.4009,277.92,997.0,81.0,279.1,0.01,80.0,16.06,413.0,16.78,488958.0,0
717,52.3859,1.5751,282.68,1028.0,79.0,276.05,0.04,64.0,5.39,208.0,17.95,193559.0,0
718,56.454,-0.9644,280.65,1027.0,67.0,277.73,0.05,43.0,9.94,252.0,17.77,574149.0,0
719,51.7609,-5.196,283.75,1052.0,79.0,282.11,0.01,55.0,13.48,314.0,4.22,501365.0,0
720,58.0252,0.5742,280.72,1016.0,91.0,273.7,0.13,100.0,11.29,222.0,14.06,100000.0,0
721,58.5033,-7.2936,283.38,1026.0,76.0,279.52,0.0,99.0,8.28,271.0,22.34,100000.0,0
722,58.2888,-3.2967,282.52,1000.0,84.0,280.26,0.0,44.0,12.68,225.0,4.49,354646.0,0
723,56.4611,-0.6109,282.82,991.0,91.0,280.97,0.02,50.0,17.3,339.0,10.8,304392.0,0
724,59.6876,-7.7362,282.15,1038.0,100.0,278.87,0.04,80.0,4.82,302.0,9.42,475451.0,0
725,54.6274,-7.7232,280.87,1027.0,71.0,278.89,0.04,79.0,4.79,258.0,2.59,491593.0,0
726,56.3693,0.0943,283.95,1023.0,87.0,277.57,0.06,43.0,14.94,281.0,8.5,220137.0,0
727,58.3353,-2.0933,280.58,1022.0,76.0,276.53,0.0,94.0,11.0,258.0,20.64,488723.0,0
728,58.3022,-6.6513,280.45,1012.0,89.0,282.77,0.03,73.0,5.68,318.0,13.24,591710.0,0
729,58.3705,0.7721,280.87,1045.0,73.0,276.54,0.01,87.0,9.64,375.0,13.26,662474.0,0
730,51.5672,-4.9046,280.98,1016.0,100.0,279.34,0.03,53.0,6.76,350.0,22.45,160370.0,0
731,50.1373,-6.1628,281.44,987.0,85.0,276.21,0.0,69.0,6.67,295.0,15.04,552386.0,0
732,51.2987,0.9962,281.5,1015.0,70.0,277.26,0.0,62.0,9.24,290.0,20.3,758003.0,0
733,53.9583,-6.2508,282.88,1018.0,79.0,284.06,0.03,0.0,7.31,236.0,9.98,233815.0,0
734,56.3942,-4.2279,281.66,1017.0,97.0,274.76,0.03,85.0,2.1,308.0,14.8,482231.0,0
735,50.8678,-7.0803,280.76,1013.0,71.0,279.12,0.01,83.0,8.12,246.0,20.05,191114.0,0
736,55.2037,1.7592,280.69,1011.0,65.0,273.73,0.02,62.0,8.08,208.0,27.65,100000.0,0
